empresa;local_id;local_nombre;local_region;local_comuna;local_direccion;local_rpm;local_convenio;laboratorio;fecha_emision;fecha_muestreo;tipo_muestreo;tipo_monitoreo;aceites_grasas;ph;dbo5;dqo;fosforo;nitrogeno_amoniacal;poder_espumogeno;solidos_sedimentables;solidos_suspendidos_totales;volumen_de_descarga_diaria;volumen_de_descarga_mensual;aluminio;arsenico;boro;cadmio;cianuro;zinc;cobre;cromo_total;cromo_hexavalente;hidrocarburos_totales;MANGANESO  (MG/L);mercurio;niquel;plomo;sulfatos;sulfuros;TEMPERATURA    (C°)
RENDIC;458;ESPAÑA AUSTRAL;XII - Magallanes;Punta Arenas;Av. España 01375;1306.0;SIN CONVENIO;HIDROLAB;;2024-09-16 00:00:00;RESUMEN;AUTOCONTROL;2.0;7.1;379.0;;4.6;8.2;2.0;0.1;56.0;12.54;376.2;;;;;;;;;;;;;;;;;8.4
RENDIC;461;ZENTENO AUSTRAL;XII - Magallanes;Punta Arenas;Capitan Guillermo 05;3736.0;SIN CONVENIO;HIDROLAB;;2024-09-16 00:00:00;RESUMEN;AUTOCONTROL;0.5;7.03;14.2;;0.97;1.5;2.0;0.1;5.0;45.14;1354.2;;;;;;;;;;;;;;;;;7.76
RENDIC;465;PUERTO NATALES;XII - Magallanes;Puerto Natales;Bulnes 742;1133.0;SIN CONVENIO;HIDROLAB;;2024-09-17 00:00:00;VDD;AUTOCONTROL;;;;;;;;;;20.52;615.6;;;;;;;;;;;;;;;;;
RENDIC;46;CALAMA I;II - Antofagasta;Calama;Granaderos 3180;3035.0;SIN CONVENIO;CESMEC;;2024-09-23 00:00:00;RESUMEN;AUTOCONTROL;130.0;7.44;590.0;;11.2;36.5;60.0;3.5;908.0;0;0.0;;;;;;;;;;;;;;;;;19.1
RENDIC;111;CALAMA II;II - Antofagasta;Calama;Aconcagua 2588;2966.0;SIN CONVENIO;CESMEC;;2024-09-23 00:00:00;RESUMEN;AUTOCONTROL;88.9;7.81;270.0;;4.0;22.42;4.0;0.5;148.0;30.2;906.0;1.89;0.0067;6.78;0.0465;0.1;0.138;0.0856;0.05;0.05;19.96;0.114;0.001;0.05;0.05;140.0;0.5;19.3
RENDIC;14;COPIAPO;III - Atacama;Copiapó;Av. Henrriquez N° 523;0.0;CONVENIO;BIODIVERSA;;2024-09-23 00:00:00;RESUMEN;CONTROL DIRECTO;10.28;;475.0;;3.45;31.9;9.7;0.9;42.0;;0.0;;;;;;;0.02;;;;;;;;;0.1;
RENDIC;23;LOS CARRERAS;III - Atacama;Copiapó;Los Carrera 479;0.0;SIN CONVENIO;BIODIVERSA;;2024-09-23 00:00:00;RESUMEN;CONTROL DIRECTO;10.83;;601.0;;2.13;87.5;15.0;0.9;47.0;;0.0;;;;;;;0.03;;;;;;;;;0.1;
RENDIC;576;CASTRO I;X - Los Lagos;Castro;O'Higgins 711;3875.0;SIN CONVENIO;CESMEC;;2024-09-24 00:00:00;RESUMEN;AUTOCONTROL;7.1;7.1;519.0;;25.8;137.1;17.0;1;102.5;5.7;171.0;;;;;;;;;;;;;;;;;10.7
RENDIC;459;ALLENDE AUSTRAL;XII - Magallanes;Punta Arenas;Salvador Allende 0399;3735.0;SIN CONVENIO;HIDROLAB;;2024-09-24 00:00:00;RESUMEN;AUTOCONTROL;1.2;6.5;10.3;;0.2;0.46;2.0;0.3;14.0;2;60.0;;;;;;;;;;;;;;;;;5.7
RENDIC;463;BORIES AUSTRAL;XII - Magallanes;Punta Arenas;Gobernador Bories 647;3739.0;SIN CONVENIO;HIDROLAB;;2024-09-24 00:00:00;RESUMEN;AUTOCONTROL;0.5;6.99;14.0;;0.35;1.1;2.0;0.6;24.0;6;180.0;;;;;;;;;;;;;;;;;6.18
RENDIC;5;LAS COMPAÑIAS;IV - Coquimbo;La Serena;Nicaragua 1571;2644.0;SIN CONVENIO;CESMEC;;2024-09-24 00:00:00;RESUMEN;AUTOCONTROL;2.0;8.1;249.0;;10.6;43.25;17.0;0.5;29.0;1.2;36.0;;;;;;;;;;;;;;;;;17.2
RENDIC;22;ATACAMA;III - Atacama;Copiapó;Los Carreras 2242;2666.0;CONVENIO;BIODIVERSA;;2024-09-24 00:00:00;RESUMEN;CONTROL DIRECTO;20.7;;280.0;;4.34;40.4;15.0;0.9;158.57;;0.0;;;;;;;0.09;;;;;;;;;0.1;
RENDIC;32;CHAÑARCILLO;III - Atacama;Copiapó;Chacabuco Nº 231;0.0;CONVENIO;BIODIVERSA;;2024-09-24 00:00:00;RESUMEN;CONTROL DIRECTO;4.71;;241.0;;3.8;32.2;7.0;0.9;110.0;;0.0;;;;;;;0.05;;;;;;;;;0.1;
RENDIC;103;VIVAR;I - Tarapacá;Iquique;Vivar 786;4420.0;CONVENIO;CESMEC;;2024-09-25 00:00:00;COMPLETO;AUTOCONTROL;13.4;6.76;90.0;;5.5;76.4;2.0;0.5;35.0;8.5;255.0;0.1;0.002;34.8;2.71;0.1;0.781;0.05;0.05;0.05;10.0;0.81;0.001;3.75;0.05;375.0;0.5;21.39
RENDIC;9139;CD LO AGUIRRE;RM - Santiago;Pudahuel;CAMINO LO AGUIRRE SUR 537;3552.0;SIN CONVENIO;CESMEC;;2024-09-25 00:00:00;RESUMEN;AUTOCONTROL;10.7;7.0;31.0;;4.8;32.5;2.0;0.8;19.4;227.52;6825.6;;;;;;;;;;10.0;;;;;;;18.75
RENDIC;25;EL PALOMAR;III - Atacama;Copiapó;Av. Palomar 1525;3868.0;TERMINADO;CESMEC;;2024-09-26 00:00:00;RESUMEN;AUTOCONTROL;14.5;7.36;242.0;;8.6;45.1;2.0;0.5;58.0;31.68;950.4;;;;;;;;;;;;;;;;;22.96
RENDIC;17;LOS ALAMOS;IV - Coquimbo;Coquimbo;Los Alamos 580;2643.0;TERMINADO;CESMEC;;2024-09-26 00:00:00;RESUMEN;AUTOCONTROL;5.9;8.05;254.0;;4.5;12.18;5.0;2.5;181.0;23.04;691.1999999999999;;;;;;;;;;;;;;;;;22.58
MAYORISTA;3143;M10 TEMUCO IV;IX - Araucanía;Temuco;Francisco Salazar 01650;4422.0;CONVENIO;CESMEC;;2024-09-26 00:00:00;RESUMEN;AUTOCONTROL;19.7;7.46;81.0;;3.29;19.2;2.0;4.5;107.0;2.8;84.0;;;;;;;;;;;;;;;;;19.15
MAYORISTA;3014;M10 SAN FERNANDO;VI - O'Higgins;San Fernando;Chillan 745;1298.0;TERMINADO;CESMEC;;2024-09-26 00:00:00;RESUMEN;AUTOCONTROL;47.2;7.65;450.0;;17.1;28.13;2.0;1.5;150.0;4.32;129.60000000000002;;;;;;;;;;;;;;;;;17.26
RENDIC;911;MAIPU 4 PONIENTE;RM - Santiago;Maipú;4 Poniente 1197;0.0;SIN CONVENIO;HIDROLAB;;2024-09-26 00:00:00;RESUMEN;CONTROL DIRECTO;35.0;7.83;148.0;;2.1;3.8;2.0;1.5;170.0;;0.0;;;;;;;;;;;;;;;;;21
RENDIC;32;CHAÑARCILLO;III - Atacama;Copiapó;Chacabuco Nº 231;0.0;CONVENIO;CESMEC;;2024-09-27 00:00:00;RESUMEN;AUTOCONTROL;31.8;7.43;394.0;;10.7;66.3;5.0;4;166.0;41.76;1252.8;;;;;;;;;;;;;;;;;22.83
RENDIC;905;VICENTE VALDES;RM - Santiago;La Florida;Vicuña Mackenna 7802;0.0;SIN CONVENIO;AGUAS ANDINAS;;2024-09-28 00:00:00;RESUMEN;CONTROL DIRECTO;146.0;9.0;493.0;;26.25;45.41;0.8;15;488.0;15;450.0;;;;;;;;;;;;;;;;;19.4
RENDIC;910;MAIPU CAMINO MELIPILLA;RM - Santiago;Maipú;Camino Melipilla 16850;0.0;SIN CONVENIO;HIDROLAB;;2024-09-28 00:00:00;RESUMEN;CONTROL DIRECTO;1.3;7.55;486.0;;10.4;40.0;2.0;0.1;26.0;;0.0;;;;;;;;;;;;;;;;;22
RENDIC;778;ORIENTE;X - Los Lagos;Osorno;Julio Buschman 2223;2867.0;CONVENIO;ANAM;;2024-09-29 00:00:00;RESUMEN;CONTROL DIRECTO;19.0;6.42;218.0;;8.9;29.93;2.0;0.5;219.0;16.1;483.00000000000006;;;;;;;;;;;;;;;;;11.6
RENDIC;24;CHACABUCO;III - Atacama;Copiapó;Los Carreras  586;0.0;SIN CONVENIO;CESMEC;;2024-09-30 00:00:00;RESUMEN;AUTOCONTROL;6.8;7.9;88.0;;0.7;5.0;22.0;0.5;47.2;23.4;702.0;;;;;;;;;;;;;;;;;23.11
RENDIC;23;LOS CARRERAS;III - Atacama;Copiapó;Los Carrera 479;0.0;SIN CONVENIO;CESMEC;;2024-09-30 00:00:00;RESUMEN;AUTOCONTROL;61.8;7.54;497.0;;15.4;57.8;2.0;0.5;76.9;26.64;799.2;;;;;;;;;;;;;;;;;23.8
MAYORISTA;3022;M10 TEMUCO II;IX - Araucanía;Temuco;Pedro De Valdivia 2285;3721.0;CONVENIO;CESMEC;;2024-09-30 00:00:00;RESUMEN;AUTOCONTROL;12.9;7.16;70.0;;3.67;8.9;16.0;0.5;70.0;0;0.0;;;;;;;;;;;;;;;;;15.06
RENDIC;458;ESPAÑA AUSTRAL;XII - Magallanes;Punta Arenas;Av. España 01375;1306.0;SIN CONVENIO;HIDROLAB;;2024-09-30 00:00:00;RESUMEN;CONTROL DIRECTO;8.9;6.56;417.0;;7.5;2.3;2.0;0.1;124.0;0;0.0;;;;;;;;;;;;;;;;;20
RENDIC;472;CALDERA I;III - Atacama;Caldera;Batallon Atacama 319;0.0;CONVENIO;BIODIVERSA;;2024-10-02 00:00:00;RESUMEN;CONTROL DIRECTO;11.35;;161.0;;3.29;57.0;20.0;1.3;125.0;;0.0;;;;;;;;;;;;;;;;0.1;
RENDIC;24;CHACABUCO;III - Atacama;Copiapó;Los Carreras  586;0.0;SIN CONVENIO;BIODIVERSA;;2024-10-02 00:00:00;RESUMEN;CONTROL DIRECTO;11.35;;161.0;;3.29;57.0;20.0;1.,3;125.0;;0.0;;;;;;;;;;;;;;;;;
RENDIC;777;CENTRAL;X - Los Lagos;Osorno;Patricio Lynch 1278;3684.0;CONVENIO;ANAM;;2024-10-04 00:00:00;RESUMEN;CONTROL DIRECTO;16.0;8.1;291.0;;1.6;5.3;8.0;0.5;108.0;2;60.0;;;;;;;;;;;;;;;;;15.2
RENDIC;778;ORIENTE;X - Los Lagos;Osorno;Julio Buschman 2223;2867.0;CONVENIO;ANAM;;2024-10-10 00:00:00;RESUMEN;CONTROL DIRECTO;149.0;6.8;1237.0;;14.7;34.57;9.0;125;625.0;12;360.0;;;;;;;;;;;;;;;;;13.8
RENDIC;O048803080;EDIFICIO LAS ARTES;RM - Santiago;Las Condes;Cerro El Plomo 5680. Piso 7,8,9,10 y 11;0.0;SIN CONVENIO;CESMEC;;2024-10-14 00:00:00;RESUMEN;AUTOCONTROL;15.7;7.36;44.0;;4.93;39.6;10.0;0.5;85.0;;0.0;;;;;;;;;;;;;;;;;14
RENDIC;7;VALLENAR I;III - Atacama;Vallenar;Brasil 663;0.0;CONVENIO;BIODIVERSA;;2024-10-15 00:00:00;RESUMEN;CONTROL DIRECTO;14.79;;563.0;;3.46;174.5;13.3;2;137.29;;0.0;;;;;;;;;;;;;;;;0.1;
RENDIC;344;CURICO ALAMEDA;VII - Maule;Curicó;Estado 43;4530.0;SIN CONVENIO;CESMEC;;2024-10-15 00:00:00;RESUMEN;AUTOCONTROL;13.0;6.67;519.8;;4.49;41.7;5.3;10;440.5;0;0.0;;;;;;;;;;;;;;;;;16
RENDIC;344;CURICO ALAMEDA;VII - Maule;Curicó;Estado 43;4530.0;SIN CONVENIO;BIODIVERSA;;2024-10-15 00:00:00;RESUMEN;CONTROL DIRECTO;13.0;7.15;519.0;;4.49;41.7;5.3;;440.0;0.31;9.3;;;;;;;;;;;;;;;;;10.5
RENDIC;336;CONCEPCION I;VIII - Biobío;Concepción;CHACABUCO 70;0.0;SIN CONVENIO;BIODIVERSA;;2024-10-16 00:00:00;RESUMEN;CONTROL DIRECTO;26.0;7.1;265.65;;8.35;28.6;4.7;1;72.14;4579.2;137376.0;;;;;;;;;;;;;;;;;17.5
RENDIC;88;LINARES I;VII - Maule;Linares;Maipu Nº 556;0.0;SIN CONVENIO;BIODIVERSA;;2024-10-21 00:00:00;RESUMEN;CONTROL DIRECTO;2.0;7.1;220.3;;12.58;24.8;23.3;;45.95;0.18;5.3999999999999995;;;;;;;;;;;;;;;;;14.5
RENDIC;14;COPIAPO;III - Atacama;Copiapó;Av. Henrriquez N° 523;0.0;CONVENIO;CESMEC;;2024-10-22 00:00:00;RESUMEN;AUTOCONTROL;7.6;;112.0;;6.9;30.15;6.0;5;32.4;;0.0;;;;;;;;;;;;;;;;;
RENDIC;25;EL PALOMAR;III - Atacama;Copiapó;Av. Palomar 1525;3868.0;TERMINADO;CESMEC;;2024-10-22 00:00:00;RESUMEN;AUTOCONTROL;3.4;;264.0;;7.4;57.4;3.0;0.5;40.0;;0.0;;;;;;;;;;;;;;;;;
RENDIC;22;ATACAMA;III - Atacama;Copiapó;Los Carreras 2242;2666.0;CONVENIO;CESMEC;;2024-10-22 00:00:00;RESUMEN;AUTOCONTROL;36.4;;628.0;;14.0;91.64;3.0;0.8;113.0;;0.0;;;;;;;;;;;;;;;;;
RENDIC;442;COYHAIQUE;XI - Aysén;Coyhaique;Lautaro 331;1320.0;SIN CONVENIO;AGUAS PATAGONIA;;2024-10-22 00:00:00;RESUMEN;AUTOCONTROL;21.0;7.77;377.0;;13.8;22.0;7.0;2;135.0;37.15;1114.5;;;;;;;;;;;;;;;;;10.84
MAYORISTA;3013;M10 SAN BERNARDO I;RM - Santiago;San Bernardo;Av. Portales 2448;0.0;SIN CONVENIO;AGUAS ANDINAS;;2024-10-22 00:00:00;RESUMEN;CONTROL DIRECTO;19.0;8.61;175.0;;9.27;61.02;11.7;0.2;55.0;3;90.0;;;;;;;;;;;;;;;;;18.5
RENDIC;465;PUERTO NATALES;XII - Magallanes;Puerto Natales;Bulnes 742;1133.0;SIN CONVENIO;CONEMI;;2024-10-23 00:00:00;VDD;AUTOCONTROL;;;;;;;;;;29.16;874.8;;;;;;;;;;;;;;;;;
RENDIC;32;CHAÑARCILLO;III - Atacama;Copiapó;Chacabuco Nº 231;0.0;CONVENIO;CESMEC;;2024-10-23 00:00:00;RESUMEN;AUTOCONTROL;764.0;;1063.0;;18.1;87.18;3.0;16;1086.7;;0.0;;;;;;;;;;;;;;;;;
RENDIC;24;CHACABUCO;III - Atacama;Copiapó;Los Carreras  586;0.0;SIN CONVENIO;CESMEC;;2024-10-23 00:00:00;RESUMEN;AUTOCONTROL;16.8;;147.0;;2.1;5.0;3.0;0.5;36.0;;0.0;;;;;;;;;;;;;;;;;
RENDIC;472;CALDERA I;III - Atacama;Caldera;Batallon Atacama 319;0.0;CONVENIO;CESMEC;;2024-10-23 00:00:00;RESUMEN;AUTOCONTROL;25.3;;573.0;;19.0;56.94;5.0;1.5;212.0;;0.0;;;;;;;;;;;;;;;;;
RENDIC;7;VALLENAR I;III - Atacama;Vallenar;Brasil 663;0.0;CONVENIO;CESMEC;;2024-10-24 00:00:00;RESUMEN;AUTOCONTROL;7.1;;165.0;;7.8;5.0;7.0;2;127.0;;0.0;;;;;;;;;;;;;;;;;
RENDIC;16;VALLENAR II;III - Atacama;Vallenar;Arturo Prat 2350;0.0;TERMINADO;CESMEC;;2024-10-24 00:00:00;RESUMEN;AUTOCONTROL;7.1;;165.0;;7.8;5.0;7.0;2;127.0;;0.0;;;;;;;;;;;;;;;;;
RENDIC;22;ATACAMA;III - Atacama;Copiapó;Los Carreras 2242;2666.0;CONVENIO;BIODIVERSA;;2024-10-24 00:00:00;RESUMEN;CONTROL DIRECTO;26.52;;526.0;;6.28;130.0;;1.6;244.0;;0.0;;;;;;;;;;;;;;;;0.1;
RENDIC;14;COPIAPO;III - Atacama;Copiapó;Av. Henrriquez N° 523;0.0;CONVENIO;BIODIVERSA;;2024-10-24 00:00:00;RESUMEN;CONTROL DIRECTO;;;284.0;;;38.05;;0.9;26.0;;0.0;;;;;;;;;;;;;;;;0.1;
RENDIC;32;CHAÑARCILLO;III - Atacama;Copiapó;Chacabuco Nº 231;0.0;CONVENIO;BIODIVERSA;;2024-10-24 00:00:00;RESUMEN;CONTROL DIRECTO;17.92;;380.0;;3.46;87.6;;1;70.0;;0.0;;;;;;;;;;;;;;;;0.1;
RENDIC;32;CHAÑARCILLO;III - Atacama;Copiapó;Chacabuco Nº 231;0.0;CONVENIO;BIODIVERSA;;2024-10-24 00:00:00;RESUMEN;CONTROL DIRECTO;17.92;;380.0;;3.46;87.6;;1;70.0;;0.0;;;;;;;;;;;;;;;;0.1;
RENDIC;477;CURAUMA;V - Valparaiso;Valparaíso;Obispo Valdes 1170;2721.0;SIN CONVENIO;CESMEC;;2024-10-25 00:00:00;COMPLETO;AUTOCONTROL;16.5;;87.0;;4.0;13.91;2.0;3;59.0;;0.0;0.2009;0.005;0.1854;0.01;0.1;0.1;0.05;0.05;0.05;10.0;0.1069;0.001;0.05;0.05;93.0;0.5;
MAYORISTA;3014;M10 SAN FERNANDO;VI - O'Higgins;San Fernando;Chillan 745;1298.0;TERMINADO;CESMEC;;2024-10-25 00:00:00;COMPLETO;AUTOCONTROL;42.2;;105.0;;6.1;19.08;2.0;4;108.0;;0.0;0.7738;0.005;0.1371;0.01;0.1;0.6016;0.0868;0.05;0.05;10.0;0.072;0.001;0.05;0.05;63.0;0.5;
RENDIC;544;PURRANQUE;X - Los Lagos;Purranque;Eleuterio Ramirez 549;0.0;SIN CONVENIO;ANAM;;2024-10-25 00:00:00;RESUMEN;CONTROL DIRECTO;15.0;7.6;70.0;;2.4;3.7;2.0;1;74.0;12;360.0;;;;;;;;;;;;;;;;;9.8
RENDIC;555;GRANEROS;VI - O'Higgins;Graneros;Obispo Rafael Lira 042;4574.0;SIN CONVENIO;CESMEC;;2024-10-27 00:00:00;RESUMEN;AUTOCONTROL;4.0;;107.0;;7.5;15.34;28.0;0.5;43.0;;0.0;;;;;;;;;;;;;;;;;
RENDIC;23;LOS CARRERAS;III - Atacama;Copiapó;Los Carrera 479;0.0;SIN CONVENIO;CESMEC;;2024-10-28 00:00:00;RESUMEN;AUTOCONTROL;10.5;;10.0;;2.8;5.0;2.0;0.7;32.0;;0.0;;;;;;;;;;;;;;;;;
RENDIC;9139;CD LO AGUIRRE;RM - Santiago;Pudahuel;CAMINO LO AGUIRRE SUR 537;3552.0;SIN CONVENIO;CESMEC;;2024-10-29 00:00:00;COMPLETO;AUTOCONTROL;9.5;;10.0;;0.9;8.16;2.0;0.5;10.0;;0.0;;;;;;;;;;;;;;;;;
RENDIC;14;COPIAPO;III - Atacama;Copiapó;Av. Henrriquez N° 523;0.0;CONVENIO;CESMEC;;2024-11-05 00:00:00;RESUMEN;CONTROL DIRECTO;19.8;7.15;398.0;;6.7;25.71;21.0;0.5;46.0;1.18;35.4;;;;;;;;;;;;;;;;;21.03
RENDIC;778;ORIENTE;X - Los Lagos;Osorno;Julio Buschman 2223;2867.0;CONVENIO;ANAM;;2024-11-05 00:00:00;RESUMEN;CONTROL DIRECTO;17.0;8.35;212.0;;1.5;69.14;5.0;5;101.0;11;330.0;;;;;;;;;;;;;;;;;13
RENDIC;777;CENTRAL;X - Los Lagos;Osorno;Patricio Lynch 1278;3684.0;CONVENIO;ANAM;;2024-11-05 00:00:00;RESUMEN;CONTROL DIRECTO;24.0;6.8;433.0;;1.7;55.7;3.0;1.5;128.0;2;60.0;;;;;;;;;;;;;;;;;13.6
RENDIC;472;CALDERA I;III - Atacama;Caldera;Batallon Atacama 319;0.0;CONVENIO;BIODIVERSA;;2024-11-05 00:00:00;RESUMEN;CONTROL DIRECTO;3.2;;231.0;;7.33;106.5;22.3;0.9;64.0;;0.0;;;;;;;;;;;;;;;;0.1;
RENDIC;9139;CD LO AGUIRRE;RM - Santiago;Pudahuel;CAMINO LO AGUIRRE SUR 537;3552.0;SIN CONVENIO;ANAM;;2024-11-05 00:00:00;RESUMEN;CONTROL DIRECTO;15.0;8.4;76.0;;4.96;33.54;0.8;;102.0;0.83;24.9;;;;;;;;;;;;;;;;;20.9
LOGISTICA;9043;CD COQUIMBO FYV;IV - Coquimbo;Coquimbo;RUTA D-43, BARRIO INDUSTRIAL 701, TIERRAS BLANCAS;0.0;SIN CONVENIO;CESMEC;;2024-11-07 00:00:00;RESUMEN;AUTOCONTROL;9.7;7.5;10.0;;4.8;;2.0;0.005;10.0;;0.0;0.1;0.0002;0.2525;0.01;0.1;0.0835;0.05;;0.05;5.0;0.0233;0.001;0.05;0.01;196.0;0.5;23.3
LOGISTICA;9043;CD COQUIMBO FYV;IV - Coquimbo;Coquimbo;RUTA D-43, BARRIO INDUSTRIAL 701, TIERRAS BLANCAS;0.0;SIN CONVENIO;CESMEC;;2024-11-08 00:00:00;COMPLETO;AUTOCONTROL;9.7;7.5;10.0;;4.8;;2.0;;10.0;;0.0;0.1;0.002;0.2525;0.01;0.1;0.0835;0.05;;0.05;5.0;0.0233;0.001;0.05;0.01;196.0;0.5;23.3
RENDIC;22;ATACAMA;III - Atacama;Copiapó;Los Carreras 2242;2666.0;CONVENIO;CESMEC;;2024-11-11 00:00:00;RESUMEN;AUTOCONTROL;21.4;7.51;611.0;;13.5;30.2;5.0;2;170.0;1.85;55.5;;;;;;;;;;;;;;;;;21.89
RENDIC;7;VALLENAR I;III - Atacama;Vallenar;Brasil 663;0.0;CONVENIO;BIODIVERSA;;2024-11-11 00:00:00;RESUMEN;CONTROL DIRECTO;21.8;;687.0;;8.09;93.9;40.3;0.9;142.11;;0.0;;;;;;;;;;;;;;;;0.1;
RENDIC;32;CHAÑARCILLO;III - Atacama;Copiapó;Chacabuco Nº 231;0.0;CONVENIO;CESMEC;;2024-11-12 00:00:00;RESUMEN;AUTOCONTROL;144.5;7.44;1422.0;;16.8;53.5;4.0;9.5;275.0;2.43;72.9;;;;;;;;;;;;;;;;;22.71
RENDIC;25;EL PALOMAR;III - Atacama;Copiapó;Av. Palomar 1525;3868.0;TERMINADO;CESMEC;;2024-11-12 00:00:00;RESUMEN;AUTOCONTROL;15.4;7.55;205.0;;5.9;28.9;3.0;4;35.0;1.75;52.5;;;;;;;;;;;;;;;;;23.1
RENDIC;24;CHACABUCO;III - Atacama;Copiapó;Los Carreras  586;0.0;SIN CONVENIO;CESMEC;;2024-11-14 00:00:00;RESUMEN;AUTOCONTROL;5.0;7.36;116.0;;1.2;5.0;35.0;0.9;58.3;0.96;28.799999999999997;;;;;;;;;;;;;;;;;20.84
RENDIC;14;COPIAPO;III - Atacama;Copiapó;Av. Henrriquez N° 523;0.0;CONVENIO;BIODIVERSA;;2024-11-14 00:00:00;RESUMEN;CONTROL DIRECTO;6.38;;360.0;;10.87;30.6;15.3;0.9;65.0;;0.0;;;;;;;;;;;;;;;;0.1;
RENDIC;23;LOS CARRERAS;III - Atacama;Copiapó;Los Carrera 479;0.0;SIN CONVENIO;CESMEC;;2024-11-15 00:00:00;RESUMEN;AUTOCONTROL;30.6;7.1;614.0;;13.3;59.87;2.0;2;175.0;0.59;17.7;;;;;;;;;;;;;;;;;19.69
RENDIC;544;PURRANQUE;X - Los Lagos;Purranque;Eleuterio Ramirez 549;0.0;SIN CONVENIO;ANAM;;2024-11-15 00:00:00;RESUMEN;CONTROL DIRECTO;22.0;7.3;192.0;;4.7;11.8;2.0;0.6;110.0;13;390.0;;;;;;;;;;;;;;;;;14.1
RENDIC;32;CHAÑARCILLO;III - Atacama;Copiapó;Chacabuco Nº 231;0.0;CONVENIO;BIODIVERSA;;2024-11-20 00:00:00;RESUMEN;CONTROL DIRECTO;25.51;;475.0;;;56.3;;;138.27;;0.0;;;;;;;;;;;;;;;;;
MAYORISTA;3503;S10 PORTALES;RM - Santiago;San Bernardo;Av. Portales Oriente 1701;0.0;SIN CONVENIO;AGUAS ANDINAS;;2024-11-23 00:00:00;RESUMEN;CONTROL DIRECTO;61.0;7.76;173.0;;10.06;84.75;0.8;2;340.0;14;420.0;;;;;;;;;;;;;;;;;19.5
RENDIC;472;CALDERA I;III - Atacama;Caldera;Batallon Atacama 319;0.0;CONVENIO;CESMEC;;2024-11-26 00:00:00;RESUMEN;AUTOCONTROL;14.0;7.53;331.0;;16.6;30.61;2.0;5;202.0;;0.0;;;;;;;;;;;;;;;;;25.6
RENDIC;7;VALLENAR I;III - Atacama;Vallenar;Brasil 663;0.0;CONVENIO;CESMEC;;2024-11-28 00:00:00;RESUMEN;AUTOCONTROL;21.2;7.94;164.0;;12.4;63.12;5.0;1.2;198.3;1.25;37.5;;;;;;;;;;;;;;;;;23.03
RENDIC;773;LLANQUIHUE;X - Los Lagos;Llanquihue;Baquedano 612;0.0;SIN CONVENIO;ANAM;;2024-11-29 00:00:00;RESUMEN;CONTROL DIRECTO;14.0;6.85;208.0;;5.3;16.72;2.0;0.5;99.0;3;90.0;;;;;;;;;;;;;;;;;14
MAYORISTA;3014;M10 SAN FERNANDO;VI - O'Higgins;San Fernando;Chillan 745;1298.0;TERMINADO;CESMEC;;2024-11-29 00:00:00;COMPLETO;AUTOCONTROL;23.5;7.01;146.0;;8.1;10.07;3.0;1;73.3;7.776;233.28;0.16;0.005;0.1257;0.01;0.1;0.6116;0.1776;0.05;0.05;10.0;0.0341;0.001;0.05;0.05;82.0;0.5;22.03
RENDIC;780;VICTORIA;X - Los Lagos;Osorno;Victoria 367 Rahue Bajo;1362.0;SIN CONVENIO;ANAM;;2024-11-30 00:00:00;RESUMEN;CONTROL DIRECTO;43.0;7.7;377.0;;37.6;76.9;4.0;0.7;114.0;2;60.0;;;;;;;;;;;;;;;;;17.5
RENDIC;22;ATACAMA;III - Atacama;Copiapó;Los Carreras 2242;2666.0;CONVENIO;CESMEC;;2024-12-02 00:00:00;RESUMEN;AUTOCONTROL;38.4;7.84;127.0;;7.3;27.55;2.0;0.5;120.0;1.55;46.5;;;;;;;;;;;;;;;;;23.59
RENDIC;9139;CD LO AGUIRRE;RM - Santiago;Pudahuel;CAMINO LO AGUIRRE SUR 537;3552.0;SIN CONVENIO;CESMEC;;2024-12-02 00:00:00;RESUMEN;AUTOCONTROL;15.2;7.69;123.0;;7.1;60.51;6.0;1.9;160.0;38.16;1144.8;;;;;;;;;;;;;;;;;22.05
LOGISTICA;9043;CD COQUIMBO FYV;IV - Coquimbo;Coquimbo;RUTA D-43, BARRIO INDUSTRIAL 701, TIERRAS BLANCAS;0.0;SIN CONVENIO;CESMEC;;2024-12-02 00:00:00;RESUMEN;AUTOCONTROL;15.2;7.69;123.0;;7.1;60.51;6.0;1.9;160.0;1.33;39.900000000000006;;;;;;;;;;10.0;;;;;;;22.05
RENDIC;375;ARAUCO;XIV - Los Ríos;Valdivia;Arauco 697;3420.0;CONVENIO;CESMEC;;2024-12-03 00:00:00;RESUMEN;AUTOCONTROL;4.54;6.73;103.0;;5.02;11.9;93.0;0.5;33.0;;0.0;;;;;;;;;;;;;;;;;16.86
RENDIC;7;VALLENAR I;III - Atacama;Vallenar;Brasil 663;0.0;CONVENIO;BIODIVERSA;;2024-12-03 00:00:00;RESUMEN;CONTROL DIRECTO;3.31;;324.0;;10.06;95.5;7.0;4;183.33;;0.0;;;;;;;;;;;;;;;;0.1;
RENDIC;778;ORIENTE;X - Los Lagos;Osorno;Julio Buschman 2223;2867.0;CONVENIO;ANAM;;2024-12-03 00:00:00;RESUMEN;CONTROL DIRECTO;38.0;7.3;223.0;;9.9;37.4;3.0;18;410.0;20;600.0;;;;;;;;;;;;;;;;;16.2
