empresa;local_id;local_nombre;local_region;local_comuna;local_direccion;local_rpm;local_convenio;laboratorio;fecha_emision;fecha_muestreo;tipo_muestreo;tipo_monitoreo;aceites_grasas;ph;dbo5;dqo;fosforo;nitrogeno_amoniacal;poder_espumogeno;solidos_sedimentables;solidos_suspendidos_totales;volumen_de_descarga_diaria;volumen_de_descarga_mensual;aluminio;arsenico;boro;cadmio;cianuro;zinc;cobre;cromo_total;cromo_hexavalente;hidrocarburos_totales;MANGANESO  (MG/L);mercurio;niquel;plomo;sulfatos;sulfuros;TEMPERATURA    (C°)
RENDIC;103;VIVAR;I - Tarapacá;Iquique;Vivar 786;4420.0;CONVENIO;CESMEC;;2025-05-13 00:00:00;RESUMEN;AUTOCONTROL;32.0;6.8;529.0;;12.5;60.88;9.0;0.5;147.0;0.34;10.200000000000001;;;;;;;;;;;;;;;;;21.88
MAYORISTA;3014;M10 SAN FERNANDO;VI - O'Higgins;San Fernando;Chillan 745;1298.0;TERMINADO;CESMEC;;2025-05-08 00:00:00;RESUMEN;AUTOCONTROL;15.4;7.54;232.0;;10.9;46.07;6.0;0.5;128.0;0.72;21.599999999999998;;;;;;;;;;;;;;;;;14.13
RENDIC;22;ATACAMA;III - Atacama;Copiapó;Los Carreras 2242;2666.0;CONVENIO;CESMEC;;2025-05-22 00:00:00;RESUMEN;AUTOCONTROL;30.3;7.33;426.0;;11.9;71.56;3.0;0.7;166.0;0.6;18.0;;;;;;;;;;;;;;;;;21.2
RENDIC;17;LOS ALAMOS;IV - Coquimbo;Coquimbo;Los Alamos 580;2643.0;TERMINADO;CESMEC;;2025-04-21 00:00:00;RESUMEN;AUTOCONTROL;3.7;8.04;93.0;;3.1;13.88;2.0;0.5;50.0;0.85;25.5;;;;;;;;;;;;;;;;;18.55
RENDIC;17;LOS ALAMOS;IV - Coquimbo;Coquimbo;Los Alamos 580;2643.0;TERMINADO;CESMEC;;2025-04-22 00:00:00;RESUMEN;AUTOCONTROL;3.0;7.85;80.0;;3.4;28.64;2.0;0.5;27.0;0.8;24.0;;;;;;;;;;;;;;;;;17.73
RENDIC;17;LOS ALAMOS;IV - Coquimbo;Coquimbo;Los Alamos 580;2643.0;TERMINADO;CESMEC;;2025-04-23 00:00:00;RESUMEN;AUTOCONTROL;13.5;7.9;96.0;;2.9;11.76;2.0;1;56.4;1.23;36.9;;;;;;;;;;;;;;;;;17.06
RENDIC;17;LOS ALAMOS;IV - Coquimbo;Coquimbo;Los Alamos 580;2643.0;TERMINADO;CESMEC;;2025-04-24 00:00:00;RESUMEN;AUTOCONTROL;13.5;7.89;149.0;;4.7;32.11;5.0;0.5;73.3;1.05;31.5;;;;;;;;;;;;;;;;;17.39
RENDIC;17;LOS ALAMOS;IV - Coquimbo;Coquimbo;Los Alamos 580;2643.0;TERMINADO;CESMEC;;2025-04-25 00:00:00;RESUMEN;AUTOCONTROL;12.6;7.96;106.0;;4.9;23.8;2.0;0.5;67.0;0.9;27.0;;;;;;;;;;;;;;;;;17.46
RENDIC;17;LOS ALAMOS;IV - Coquimbo;Coquimbo;Los Alamos 580;2643.0;TERMINADO;CESMEC;;2025-04-28 00:00:00;RESUMEN;AUTOCONTROL;9.0;7.83;88.0;;3.1;12.48;2.0;0.5;29.2;0.89;26.7;;;;;;;;;;;;;;;;;17.76
RENDIC;17;LOS ALAMOS;IV - Coquimbo;Coquimbo;Los Alamos 580;2643.0;TERMINADO;CESMEC;;2025-05-04 00:00:00;RESUMEN;AUTOCONTROL;8.7;7.92;133.0;;5.5;35.42;3.0;1.5;58.0;0.89;26.7;;;;;;;;;;;;;;;;;17.02
RENDIC;17;LOS ALAMOS;IV - Coquimbo;Coquimbo;Los Alamos 580;2643.0;TERMINADO;CESMEC;;2025-05-19 00:00:00;RESUMEN;AUTOCONTROL;9.6;7.94;189.0;;6.2;21.33;6.0;0.5;58.5;0.9;27.0;;;;;;;;;;;;;;;;;17.04
RENDIC;28;PARQUE;II - Antofagasta;Antofagasta;Av. Jose Miguel Carrera 1527;0.0;SIN CONVENIO;ANAM;;2025-02-28 00:00:00;RESUMEN;CONTROL DIRECTO;14.0;7.29;30.0;;0.71;2.37;0.8;0.2;36.0;2.312;69.36;;;;;;;;;;;;;;;;0.03;24.7
RENDIC;441;AYSEN;XI - Aysén;Aysén;Carrera  1500;0.0;SIN CONVENIO;AGUAS PATAGONIA;;2025-04-02 00:00:00;RESUMEN;CONTROL DIRECTO;9.8;7.07;110.0;;2.3;5.2;2.0;1;15.0;63.6;1908.0;;;;;;;;;;;;;;;;;10.2
RENDIC;7;VALLENAR I;III - Atacama;Vallenar;Brasil 663;0.0;CONVENIO;CESMEC;;2025-05-26 00:00:00;RESUMEN;AUTOCONTROL;16.6;7.19;570.0;;11.0;56.98;3.0;0.5;141.0;0.66;19.8;;;;;;;;;;;;;;;;;21.01
RENDIC;11;ALTO PEÑUELAS;IV - Coquimbo;Coquimbo;Alessandri 531;0.0;SIN CONVENIO;CESMEC;;2025-05-26 00:00:00;RESUMEN;AUTOCONTROL;17.9;8.04;483.0;;8.3;58.87;2.0;0.5;190.0;2.42;72.6;;;;;;;;;;;;;;;;;16.94
RENDIC;16;VALLENAR II;III - Atacama;Vallenar;Arturo Prat 2350;0.0;TERMINADO;CESMEC;;2025-05-26 00:00:00;RESUMEN;AUTOCONTROL;27.2;7.96;437.0;;3.2;5.0;2.0;11;190.0;0.3;9.0;;;;;;;;;;;;;;;;;27.86
RENDIC;14;COPIAPO;III - Atacama;Copiapó;Av. Henrriquez N° 523;0.0;CONVENIO;CESMEC;;2025-06-04 00:00:00;RESUMEN;AUTOCONTROL;7.8;7.04;262.0;;6.8;18.16;4.0;0.5;33.0;0.86;25.8;;;;;;;;;;;;;;;;;20.54
RENDIC;23;LOS CARRERAS;III - Atacama;Copiapó;Los Carrera 479;0.0;SIN CONVENIO;CESMEC;;2025-06-09 00:00:00;RESUMEN;AUTOCONTROL;14.9;7.18;443.0;;13.4;47.7;11.0;0.5;67.0;0.38;11.4;;;;;;;;;;;;;;;;;21.25
RENDIC;24;CHACABUCO;III - Atacama;Copiapó;Los Carreras  586;0.0;SIN CONVENIO;CESMEC;;2025-06-10 00:00:00;RESUMEN;AUTOCONTROL;19.1;7.01;627.0;;3.6;5.24;32.0;0.5;220.0;0.34;10.200000000000001;;;;;;;;;;;;;;;;;19.14
RENDIC;25;EL PALOMAR;III - Atacama;Copiapó;Av. Palomar 1525;3868.0;TERMINADO;CESMEC;;2025-06-09 00:00:00;RESUMEN;AUTOCONTROL;27.4;7.44;137.0;;4.9;25.04;2.0;0.6;88.0;0.5;15.0;;;;;;;;;;;;;;;;;21.31
RENDIC;375;ARAUCO;XIV - Los Ríos;Valdivia;Arauco 697;3420.0;CONVENIO;CESMEC;;2025-06-09 00:00:00;RESUMEN;AUTOCONTROL;16.0;6.85;225.0;;16.6;16.4;2.0;2;176.0;0;0.0;;;;;;;;;;;;;;;;;11.26
RENDIC;375;ARAUCO;XIV - Los Ríos;Valdivia;Arauco 697;3420.0;CONVENIO;CESMEC;;2025-06-09 00:00:00;RESUMEN;AUTOCONTROL;10.5;6.69;112.0;;10.3;18.1;2.0;0.8;53.0;0;0.0;;;;;;;;;;;;;;;;;12
RENDIC;780;VICTORIA;X - Los Lagos;Osorno;Victoria 367 Rahue Bajo;1362.0;SIN CONVENIO;CESMEC;;2025-06-10 00:00:00;RESUMEN;AUTOCONTROL;13.8;6.55;284.0;;13.3;38.4;38.0;0.6;62.0;0;0.0;;;;;;;;;;;;;;;;;12.86
MAYORISTA;3014;M10 SAN FERNANDO;VI - O'Higgins;San Fernando;Chillan 745;1298.0;TERMINADO;CESMEC;;2025-06-05 00:00:00;RESUMEN;AUTOCONTROL;32.1;7.69;207.0;;8.1;18.29;5.0;4;161.0;1.15;34.5;;;;;;;;;;;;;;;;;17.39
LOGISTICA;9051;CD NUEVO COQUIMBO;IV - Coquimbo;Coquimbo;PAN DE AZUCAR S/N;0.0;SIN CONVENIO;CESMEC;;2025-05-16 00:00:00;RESUMEN;AUTOCONTROL;2.0;7.6;33.0;;3.4;;2.0;;10.4;0;0.0;0.1;0.002;0.2165;0.01;0.1;0.05;0.05;;0.05;5.0;0.0297;0.001;0.05;0.01;182.0;0.5;19
RENDIC;771;MIRASOL;X - Los Lagos;Puerto Montt;Av. La Cruz 2006;3723.0;SIN CONVENIO;CESMEC;;2025-06-05 00:00:00;RESUMEN;AUTOCONTROL;46.0;6.89;182.0;;10.4;47.6;23.0;2.5;194.0;0;0.0;;;;;;;;;;;;;;;;;13.13
RENDIC;750;CAÑETE;VIII - Biobío;Cañete;Saavedra 525;0.0;SIN CONVENIO;;;;;;;;;;;;;;;0;0.0;;;;;;;;;;;;;;;;;
RENDIC;735;CABRERO;VIII - Biobío;Cabrero;General Cruz 380;0.0;SIN CONVENIO;;;;;;;;;;;;;;;0;36.0;;;;;;;;;;;;;;;;;
RENDIC;3197;ALVI PICARTE VALDIVIA;XIV - Los Ríos;Valdivia;Av. Ramon Picarte 2593;1961.0;CONVENIO;CESMEC;;2025-06-05 00:00:00;RESUMEN;AUTOCONTROL;31.1;6.98;230.0;;14.0;25.2;10.0;25;388.6;0;0.0;;;;;;;;;;;;;;;;;12.78
RENDIC;544;PURRANQUE;X - Los Lagos;Purranque;Eleuterio Ramirez 549;0.0;SIN CONVENIO;ANAM;;2025-05-16 00:00:00;RESUMEN;CONTROL DIRECTO;21.0;7.3;213.0;;8.4;35.4;2.0;2;121.0;7;210.0;;;;;;;;;;;;;;;;;14.35
RENDIC;777;CENTRAL;X - Los Lagos;Osorno;Patricio Lynch 1278;3684.0;CONVENIO;ANAM;;2025-05-07 00:00:00;RESUMEN;CONTROL DIRECTO;14.0;7.3;240.0;;5.4;5.6;10.0;0.5;80.0;3;90.0;;;;;;;;;;;;;;;;;12.75
RENDIC;778;ORIENTE;X - Los Lagos;Osorno;Julio Buschman 2223;2867.0;CONVENIO;ANAM;;2025-05-07 00:00:00;RESUMEN;CONTROL DIRECTO;14.0;7.4;196.0;;5.8;50.5;2.0;1.5;126.0;9;270.0;;;;;;;;;;;;;;;;;16.299999999999997
RENDIC;106;LOS MOLLES;I - Tarapacá;Iquique;Santiago Polanco 2251;4050.0;CONVENIO;HIDROLAB;;2025-04-26 00:00:00;RESUMEN;CONTROL DIRECTO;1.4;7.69;26.7;;3.6;13.0;2.0;0.3;39.0;2;60.0;;;;;;;;;;;;;;;;;25
RENDIC;106;LOS MOLLES;I - Tarapacá;Iquique;Santiago Polanco 2251;4050.0;CONVENIO;HIDROLAB;;2025-04-26 00:00:00;RESUMEN;CONTROL DIRECTO;0.76;7.56;13.2;;3.1;10.0;2.0;0.2;17.0;1;30.0;;;;;;;;;;;;;;;;;25
RENDIC;465;PUERTO NATALES;XII - Magallanes;Puerto Natales;Bulnes 742;1133.0;SIN CONVENIO;HIDROLAB;;2025-05-29 00:00:00;RESUMEN;CONTROL DIRECTO;2.6;;9.06;;2.7;3.9;2.0;0.1;27.0;;0.0;;;;;;;;;;;;;;;;;
RENDIC;463;BORIES AUSTRAL;XII - Magallanes;Punta Arenas;Gobernador Bories 647;3739.0;SIN CONVENIO;HIDROLAB;;2025-05-14 00:00:00;RESUMEN;CONTROL DIRECTO;2.3;;110.0;;5.0;7.4;2.0;2.5;52.0;;0.0;;;;;;;;;;;;;;;;;
RENDIC;457;LAUTARO NAVARRO AUSTRAL;XII - Magallanes;Punta Arenas;Lautaro Navarro 1293;0.0;SIN CONVENIO;HIDROLAB;;2025-05-19 00:00:00;RESUMEN;CONTROL DIRECTO;1.8;;116.0;;17.0;26.0;2.0;1.4;35.0;;0.0;;;;;;;;;;;;;;;;;
RENDIC;33;COVIEFI;II - Antofagasta;Antofagasta;Av. Argentina 1910;0.0;SIN CONVENIO;;;;RESUMEN;CONTROL DIRECTO;;;620.0;;;;;;564.0;;0.0;;;;;;;;;;;;;;;;;
RENDIC;6;SINDEMPART;IV - Coquimbo;Coquimbo;El Sauce 981;0.0;SIN CONVENIO;AGQ LABS;;2025-04-07 00:00:00;RESUMEN;CONTROL DIRECTO;2.3;8.445;20.8;;1.43;24.9;1.0;0.3;19.0;2;60.0;;;;;;;;;;;;;;;;;19
RENDIC;9;COQUIMBO;IV - Coquimbo;Coquimbo;Francisco Varela 1480;0.0;SIN CONVENIO;BIODIVERSA;;2025-06-18 00:00:00;RESUMEN;CONTROL DIRECTO;5.47;7.9;158.0;;11.31;71.0;2.0;5.5;176.67;17.7408;532.224;;;;;;;;;;;;;;;;;19.2
RENDIC;11;ALTO PEÑUELAS;IV - Coquimbo;Coquimbo;Alessandri 531;0.0;SIN CONVENIO;BIODIVERSA;;2025-06-11 00:00:00;RESUMEN;CONTROL DIRECTO;2.0;8.5;291.0;;12.5;56.5;2.0;1;131.75;;0.0;;;;;;;;;;;;;;;;;17.3
RENDIC;14;COPIAPO;III - Atacama;Copiapó;Av. Henrriquez N° 523;0.0;CONVENIO;BIODIVERSA;;2025-05-08 00:00:00;RESUMEN;CONTROL DIRECTO;11.4;;322.0;;9.47;31.0;2.0;1;35.0;;0.0;;;;;;;;;;;;;;;;0.38;
RENDIC;19;BONILLA;II - Antofagasta;Antofagasta;Huamachuco 8481;0.0;SIN CONVENIO;ANAM;;2025-05-19 00:00:00;RESUMEN;CONTROL DIRECTO;18.0;6.739999999999999;407.0;;9.92;12.67;;;;;0.0;;;;;;;;;;;;;;;;;
RENDIC;22;ATACAMA;III - Atacama;Copiapó;Los Carreras 2242;2666.0;CONVENIO;BIODIVERSA;;2025-05-14 00:00:00;RESUMEN;CONTROL DIRECTO;8.7;;661.0;;12.38;94.8;2.0;10;465.22;;0.0;;;;;;;;;;;;;;;;0.15;
RENDIC;32;CHAÑARCILLO;III - Atacama;Copiapó;Chacabuco Nº 231;0.0;CONVENIO;BIODIVERSA;;2025-05-14 00:00:00;RESUMEN;CONTROL DIRECTO;8.5;;279.0;;6.64;51.0;2.0;1.6;82.0;;0.0;;;;;;;;;;;;;;;;0.1;
RENDIC;34;LA CHIMBA;II - Antofagasta;Antofagasta;Pedro Aguirre Cerda 8700;0.0;SIN CONVENIO;;;2025-02-19 00:00:00;RESUMEN;CONTROL DIRECTO;174.0;;1615.0;;23.26;;;;370.0;;0.0;;;;;;;;;;;;;;;;;
RENDIC;472;CALDERA I;III - Atacama;Caldera;Batallon Atacama 319;0.0;CONVENIO;BIODIVERSA;;2025-05-27 00:00:00;RESUMEN;CONTROL DIRECTO;8.43;;143.0;;4.48;7.6;2.0;1;23.0;;0.0;;;;;;;;;;;;;;;;0.19;
RENDIC;482;ABRAZO DE MAIPU;RM - Santiago;Maipú;Av. Jorge Guerra 16190;0.0;SIN CONVENIO;HIDROLAB;;2025-05-24 00:00:00;RESUMEN;CONTROL DIRECTO;2.5;8.03;20.7;;5.5;16.0;2.0;6;92.0;;0.0;;;;;;;;;;;;;;;;;92
RENDIC;519;TRAIGUEN;IX - Araucanía;Traiguén;Santa Cruz 1170;0.0;CONVENIO;AGQ LABS;;2025-05-23 00:00:00;RESUMEN;CONTROL DIRECTO;14.0;;153.0;;8.35;29.1;1.0;0.1;46.0;;0.0;;;;;;;;;;;;;;;;;
RENDIC;519;TRAIGUEN;IX - Araucanía;Traiguén;Santa Cruz 1170;0.0;;AGQ LABS;;2025-05-14 00:00:00;RESUMEN;CONTROL DIRECTO;13.9;7.09;44.8;;3.97;66.9;3.0;1.2;27.0;2.7;81.0;;;;;;;;;;;;;;;;;14.3
RENDIC;576;CASTRO I;X - Los Lagos;Castro;O'Higgins 711;3875.0;SIN CONVENIO;CESMEC;;2025-06-24 00:00:00;RESUMEN;AUTOCONTROL;23.1;6.4;312.0;;11.2;35.7;9.0;0.5;97.0;2;60.0;;;;;;;;;;;;;;;;;10.3
RENDIC;754;TEMUCO IV;IX - Araucanía;Temuco;Avenida Javiera Carrera 1610;0.0;CONVENIO;AGQ LABS;;2025-07-18 00:00:00;RESUMEN;CONTROL DIRECTO;13.1;7.82;226.0;;10.1;93.8;3.0;1.5;108.0;4;120.0;;;;;;;;;;;;;;;;;11.2
RENDIC;777;CENTRAL;X - Los Lagos;Osorno;Patricio Lynch 1278;3684.0;CONVENIO;ANAM;;2025-06-19 00:00:00;RESUMEN;CONTROL DIRECTO;14.0;7.46;170.0;;6.1;3.04;5.0;0.5;95.0;;0.0;;;;;;;;;;;;;;;;;12.8
RENDIC;778;ORIENTE;X - Los Lagos;Osorno;Julio Buschman 2223;2867.0;CONVENIO;ANAM;;2025-06-19 00:00:00;RESUMEN;CONTROL DIRECTO;14.0;7.15;40.0;;1.3;8.4;2.0;2.5;48.0;;0.0;;;;;;;;;;;;;;;;;13.75
RENDIC;959;PUCON;IX - Araucanía;Pucon;Av. O´higgins 774;0.0;SIN CONVENIO;AGQ LABS;;2025-05-19 00:00:00;RESUMEN;CONTROL DIRECTO;2.0;7.824;334.0;;6.88;67.7;1.0;0.1;55.0;2.88;86.39999999999999;;;;;;;;;;;;;;;;;11.52
MAYORISTA;3022;M10 TEMUCO II;IX - Araucanía;Temuco;Pedro De Valdivia 2285;3721.0;CONVENIO;AGQ LABS;;2025-04-25 00:00:00;RESUMEN;CONTROL DIRECTO;2.3;6.88;2.03;;1.06;5.23;1.0;0.1;13.0;1.152;34.559999999999995;;;;;;;;;;;;;;;;;17.15
ALVI;3086;ALVI TEMUCO;IX - Araucanía;Temuco;Av. Balmaceda 1531;0.0;SIN CONVENIO;AGQ LABS;;2025-04-04 00:00:00;RESUMEN;CONTROL DIRECTO;2.0;7.56;206.0;;1.48;135.0;1.0;0.1;135.0;3.744;112.32000000000001;;;;;;;;;;;;;;;;;18.4
MAYORISTA;3143;M10 TEMUCO IV;IX - Araucanía;Temuco;Francisco Salazar 01650;4422.0;CONVENIO;AGQ LABS;;2025-04-07 00:00:00;RESUMEN;CONTROL DIRECTO;2.3;8.445;20.8;;1.43;24.9;1.0;0.3;19.0;3.168;95.04;;;;;;;;;;;;;;;;;19
RENDIC;106;LOS MOLLES;I - Tarapacá;Iquique;Santiago Polanco 2251;4050.0;CONVENIO;HIDROLAB;;2025-05-17 00:00:00;RESUMEN;CONTROL DIRECTO;0.5;8.2;102.0;;4.9;150.0;2.0;0.1;6.0;;0.0;;;;;;;;;;;;;;;;;22.2
RENDIC;459;ALLENDE AUSTRAL;XII - Magallanes;Punta Arenas;Salvador Allende 0399;3735.0;SIN CONVENIO;HIDROLAB;;2025-06-19 00:00:00;RESUMEN;CONTROL DIRECTO;1.6;;232.0;;6.1;13.0;2.0;0.3;87.0;;0.0;;;;;;;;;;;;;;;;;
RENDIC;463;BORIES AUSTRAL;XII - Magallanes;Punta Arenas;Gobernador Bories 647;3739.0;SIN CONVENIO;HIDROLAB;;2025-06-26 00:00:00;RESUMEN;CONTROL DIRECTO;0.5;;65.0;;0.44;2.8;2.0;0.3;33.0;;0.0;;;;;;;;;;;;;;;;;
RENDIC;458;ESPAÑA AUSTRAL;XII - Magallanes;Punta Arenas;Av. España 01375;1306.0;SIN CONVENIO;HIDROLAB;;2025-06-18 00:00:00;RESUMEN;CONTROL DIRECTO;6.6;;153.0;;6.1;7.2;2.0;0.3;118.0;;0.0;;;;;;;;;;;;;;;;;
RENDIC;464;AGUIRRE CERDA AUSTRAL;XII - Magallanes;Punta Arenas;Pedro Aguirre Cerda 0413;0.0;SIN CONVENIO;HIDROLAB;;2025-06-30 00:00:00;RESUMEN;CONTROL DIRECTO;5.3;7.81;298.0;;0.2;34.0;2.0;0.2;89.0;;0.0;;;;;;;;;;;;;;;;;25
RENDIC;7;VALLENAR I;III - Atacama;Vallenar;Brasil 663;0.0;CONVENIO;BIODIVERSA;;2025-05-23 00:00:00;RESUMEN;CONTROL DIRECTO;10.04;;487.0;;10.0;104.0;6.0;1;138.81;;0.0;;;;;;;;;;;;;;;4.5;;
RENDIC;5;LAS COMPAÑIAS;IV - Coquimbo;La Serena;Nicaragua 1571;2644.0;SIN CONVENIO;CESMEC;;2025-05-15 00:00:00;RESUMEN;AUTOCONTROL;9.6;7.96;117.0;;5.0;23.17;2.0;0.7;66.0;0;0.0;;;;;;;;;;;;;;;;;17.38
RENDIC;5;LAS COMPAÑIAS;IV - Coquimbo;La Serena;Nicaragua 1571;2644.0;SIN CONVENIO;CESMEC;;2025-06-26 00:00:00;RESUMEN;AUTOCONTROL;7.1;7.88;192.0;;6.4;20.73;7.0;0.5;52.4;44.064;1321.92;;;;;;;;;;;;;;;;;17.23
RENDIC;7;VALLENAR I;III - Atacama;Vallenar;Brasil 663;0.0;CONVENIO;CESMEC;;2025-06-30 00:00:00;RESUMEN;AUTOCONTROL;8.6;7.51;390.0;;10.0;51.19;5.0;0.5;84.0;11.52;345.59999999999997;;;;;;;;;;;;;;;;;19.29
RENDIC;14;COPIAPO;III - Atacama;Copiapó;Av. Henrriquez N° 523;0.0;CONVENIO;CESMEC;;2025-06-04 00:00:00;RESUMEN;AUTOCONTROL;7.8;7.04;262.0;;6.8;18.16;4.0;0.5;33.0;24.768;743.04;;;;;;;;;;;;;;;;;20.54
RENDIC;16;VALLENAR II;III - Atacama;Vallenar;Arturo Prat 2350;0.0;TERMINADO;CESMEC;;2025-06-30 00:00:00;RESUMEN;AUTOCONTROL;12.2;7.6;546.0;;20.0;5.0;64.0;1.5;215.0;;0.0;;;;;;;;;;;;;;;;;15.4
RENDIC;17;LOS ALAMOS;IV - Coquimbo;Coquimbo;Los Alamos 580;2643.0;TERMINADO;CESMEC;;2025-06-25 00:00:00;RESUMEN;AUTOCONTROL;7.4;8.51;146.0;;7.1;33.12;5.0;0.5;79.0;23.04;691.1999999999999;;;;;;;;;;;;;;;;;14.35
RENDIC;22;ATACAMA;III - Atacama;Copiapó;Los Carreras 2242;2666.0;CONVENIO;CESMEC;;2025-06-02 00:00:00;RESUMEN;AUTOCONTROL;39.1;7.11;387.0;;14.3;52.32;6.0;0.5;163.0;18.72;561.5999999999999;;;;;;;;;;;;;;;;;19.34
RENDIC;23;LOS CARRERAS;III - Atacama;Copiapó;Los Carrera 479;0.0;SIN CONVENIO;CESMEC;;2025-06-09 00:00:00;RESUMEN;AUTOCONTROL;14.9;7.18;443.0;;13.4;47.7;11.0;0.5;67.0;10.944;328.32000000000005;;;;;;;;;;;;;;;;;21.25
RENDIC;32;CHAÑARCILLO;III - Atacama;Copiapó;Chacabuco Nº 231;0.0;CONVENIO;CESMEC;;2025-06-27 00:00:00;RESUMEN;AUTOCONTROL;26.8;7.4;432.0;;9.5;68.36;3.0;0.5;89.0;;0.0;;;;;;;;;;;;;;;;;19.3
RENDIC;344;CURICO ALAMEDA;VII - Maule;Curicó;Estado 43;4530.0;SIN CONVENIO;CESMEC;;2025-06-10 00:00:00;RESUMEN;AUTOCONTROL;16.0;6.85;225.0;;16.6;16.4;2.0;2;176.0;;0.0;;;;;;;;;;;;;;;;;11.26
RENDIC;442;COYHAIQUE;XI - Aysén;Coyhaique;Lautaro 331;1320.0;SIN CONVENIO;CESMEC;;2025-06-12 00:00:00;RESUMEN;AUTOCONTROL;4.4;7.36;292.0;;4.3;16.0;2.0;1;117.0;;0.0;;;;;;;;;;;;;;;;;19
RENDIC;458;ESPAÑA AUSTRAL;XII - Magallanes;Punta Arenas;Av. España 01375;1306.0;SIN CONVENIO;CESMEC;;2025-06-18 00:00:00;RESUMEN;AUTOCONTROL;6.6;7.71;153.0;;6.1;7.2;2.0;0.3;118.0;28;840.0;;;;;;;;;;;;;;;;;9.4
RENDIC;459;ALLENDE AUSTRAL;XII - Magallanes;Punta Arenas;Salvador Allende 0399;3735.0;SIN CONVENIO;CESMEC;;2025-06-18 00:00:00;RESUMEN;AUTOCONTROL;1.6;7.77;232.0;;6.1;12.0;2.0;0.3;87.0;18.88;566.4;;;;;;;;;;;;;;;;;9.7
RENDIC;465;PUERTO NATALES;XII - Magallanes;Puerto Natales;Bulnes 742;1133.0;SIN CONVENIO;CESMEC;;;;AUTOCONTROL;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;
RENDIC;472;CALDERA I;III - Atacama;Caldera;Batallon Atacama 319;0.0;CONVENIO;CESMEC;;;;AUTOCONTROL;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;
RENDIC;576;CASTRO I;X - Los Lagos;Castro;O'Higgins 711;3875.0;SIN CONVENIO;CESMEC;;;;AUTOCONTROL;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;
MAYORISTA;3022;M10 TEMUCO II;IX - Araucanía;Temuco;Pedro De Valdivia 2285;3721.0;CONVENIO;CESMEC;;2025-07-25 00:00:00;RESUMEN;CONTROL DIRECTO;3.6;7.61;101.0;;3.5;21.4;7.0;0.1;28.0;2.52;75.6;;;;;;;;;;;;;;;;;13.1
MAYORISTA;5714;;;;;;;CESMEC;;;;AUTOCONTROL;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;
RENDIC;9139;CD LO AGUIRRE;RM - Santiago;Pudahuel;CAMINO LO AGUIRRE SUR 537;3552.0;SIN CONVENIO;CESMEC;;2025-07-28 00:00:00;RESUMEN;AUTOCONTROL;11.8;7.84;68.0;;3.2;19.02;4.0;1;1.0;18.72;561.5999999999999;;;;;;;;;;;;;;;;;16.81
RENDIC;106;LOS MOLLES;I - Tarapacá;Iquique;Santiago Polanco 2251;4050.0;CONVENIO;CESMEC;;2025-07-23 00:00:00;RESUMEN;AUTOCONTROL;10.3;6.8;384.0;;4.7;18.75;2.0;2.5;107.0;10.944;328.32000000000005;;;;;;;;;;;;;;;;;19.09
RENDIC;111;CALAMA II;II - Antofagasta;Calama;Aconcagua 2588;2966.0;SIN CONVENIO;CESMEC;;2025-07-28 00:00:00;RESUMEN;AUTOCONTROL;18.0;7.5;329.0;;6.3;9.73;21.0;0.5;52.7;24.48;734.4;;;;;;;;;;;;;;;;;20.16
RENDIC;46;CALAMA I;II - Antofagasta;Calama;Granaderos 3180;3035.0;SIN CONVENIO;CESMEC;;2025-07-28 00:00:00;RESUMEN;AUTOCONTROL;19.6;7.63;371.0;;6.3;10.94;22.0;0.5;58.0;;0.0;;;;;;;;;;;;;;;;;19.28
RENDIC;16;VALLENAR II;III - Atacama;Vallenar;Arturo Prat 2350;0.0;TERMINADO;CESMEC;;2025-07-28 00:00:00;RESUMEN;AUTOCONTROL;3.9;7.56;181.0;;3.1;5.0;74.0;0.5;29.6;8.064;241.92000000000002;;;;;;;;;;;;;;;;;17.45
RENDIC;472;CALDERA I;III - Atacama;Caldera;Batallon Atacama 319;0.0;CONVENIO;CESMEC;;2025-07-29 00:00:00;RESUMEN;AUTOCONTROL;12.5;7.08;399.0;;18.4;40.54;12.0;0.5;47.0;15.840000000000002;475.20000000000005;;;;;;;;;;;;;;;;;12.98
RENDIC;7;VALLENAR I;III - Atacama;Vallenar;Brasil 663;0.0;CONVENIO;CESMEC;;2025-07-28 00:00:00;RESUMEN;AUTOCONTROL;18.4;7.1;408.0;;9.9;20.81;22.0;0.5;96.0;13.248;397.44;;;;;;;;;;;;;;;;;16.89
RENDIC;86;BILBAO;I - Tarapacá;Iquique;Fco.Bilbao 3545;4049.0;CONVENIO;CESMEC;;2025-07-23 00:00:00;RESUMEN;AUTOCONTROL;27.5;6.9;878.0;;5.8;8.53;5.0;1;121.3;14.688;440.64000000000004;;;;;;;;;;;;;;;;;21.34
RENDIC;24;CHACABUCO;III - Atacama;Copiapó;Los Carreras  586;0.0;SIN CONVENIO;CESMEC;;2025-07-21 00:00:00;RESUMEN;AUTOCONTROL;14.2;7.11;350.0;;13.2;52.19;2.0;3;97.0;10.08;302.4;;;;;;;;;;;;;;;;;19.44
