empresa;local_id;local_nombre;local_region;local_comuna;local_direccion;local_rpm;local_convenio;laboratorio;fecha_emision;fecha_muestreo;tipo_muestreo;tipo_monitoreo;aceites_grasas;ph;dbo5;dqo;fosforo;nitrogeno_amoniacal;poder_espumogeno;solidos_sedimentables;solidos_suspendidos_totales;volumen_de_descarga_diaria;volumen_de_descarga_mensual;aluminio;arsenico;boro;cadmio;cianuro;zinc;cobre;cromo_total;cromo_hexavalente;hidrocarburos_totales;manganeso;mercurio;niquel;plomo;sulfatos;sulfuros;created_at
RENDIC;14;COPIAPO;III - Atacama;Copiapó;Av. Henrriquez N° 523;0;CONVENIO;BIODIVERSA;;05-12-2024;RESUMEN;CONTROL DIRECTO;5,52;;191;20;5,76;18,4;0,9;32;;0;;;;;;;;;;;;;;;;0,1;;
RENDIC;777;CENTRAL;X - Los Lagos;Osorno;Patricio Lynch 1278;3684;CONVENIO;CESMEC;;06-12-2024;RESUMEN;AUTOCONTROL;46,4;6,82;283;30;9,16;50,84;0,5;133;0,9;27;;;;;;;;;;;;;;;;;15,11;
RENDIC;778;ORIENTE;X - Los Lagos;Osorno;Julio Buschman 2223;2867;CONVENIO;CESMEC;;06-12-2024;RESUMEN;AUTOCONTROL;15,9;6,41;254;13;7,29;27,9;0,5;91;5,4;162;;;;;;;;;;;;;;;;;18,86;
RENDIC;777;CENTRAL;X - Los Lagos;Osorno;Patricio Lynch 1278;3684;CONVENIO;ANAM;;06-12-2024;RESUMEN;CONTROL DIRECTO;14;7,8;78;2;2;2,4;0,6;48;1;30;;;;;;;;;;;;;;;;;19,4;
MAYORISTA;3557;;;;;;#N/D;CESMEC;;09-12-2024;COMPLETO;AUTOCONTROL;21,1;6,77;227;23;9,26;18,94;0,5;70;;0;0,6313;0,002;0,1;0,01;0,1;0,21;0,05;0,05;0,05;10;0,01;0,001;0,05;0,05;10;0,5;16,14;
RENDIC;442;COYHAIQUE;XI - Aysén;Coyhaique;Lautaro 331;1320;SIN CONVENIO;AGUAS PATAGONIA;;10-12-2024;RESUMEN;AUTOCONTROL;14;9,22;252;2;14,6;24;11;103;0,29;8,7;;;;;;;;;;;;;;;;;10,7;
RENDIC;7;VALLENAR I;III - Atacama;Vallenar;Brasil 663;0;CONVENIO;BIODIVERSA;;11-12-2024;RESUMEN;CONTROL DIRECTO;10,9;7,2;411;5;13,5;5;0,5;102;5616;168480;;;;;;;;;;;;;;;;;20,76;
RENDIC;576;CASTRO I;X - Los Lagos;Castro;O'Higgins 711;3875;SIN CONVENIO;CESMEC;;11-12-2024;COMPLETO;AUTOCONTROL;14,6;7,39;525;7;16,8;50;0,6;69;1,1;33;0,4736;0,002;0,1;0,01;0,1;0,05;0,05;0,05;0,05;10;0,108;0,001;0,05;0,05;10;0,5;10,61;
RENDIC;16;VALLENAR II;III - Atacama;Vallenar;Arturo Prat 2350;0;TERMINADO;CESMEC;;11-12-2024;RESUMEN;AUTOCONTROL;6,9;7,55;95;2;3,1;5;1,2;70,8;0,35;10,5;;;;;;;;;;;;;;;;;21,79;
RENDIC;32;CHAÑARCILLO;III - Atacama;Copiapó;Chacabuco Nº 231;0;CONVENIO;BIODIVERSA;;11-12-2024;RESUMEN;CONTROL DIRECTO;5,78;;286;18,7;3,43;18;0,9;75;;0;;;;;;;;;;;;;;;;0,1;;
RENDIC;22;ATACAMA;III - Atacama;Copiapó;Los Carreras 2242;2666;CONVENIO;BIODIVERSA;;11-12-2024;RESUMEN;CONTROL DIRECTO;25,15;;465;23;4,09;38,15;3,5;250;;0;;;;;;;;;;;;;;;;0,1;;
RENDIC;17;LOS ALAMOS;IV - Coquimbo;Coquimbo;Los Alamos 580;2643;TERMINADO;CESMEC;;12-12-2024;COMPLETO;AUTOCONTROL;12;8,05;168;20;2,1;5;0,5;35,8;1;30;0,1;0,005;0,6555;0,01;0,1;0,1013;0,083;0,05;0,05;10;0,0422;0,001;0,05;0,05;172;0,5;19,85;
RENDIC;46;CALAMA I;II - Antofagasta;Calama;Granaderos 3180;3035;SIN CONVENIO;CESMEC;;13-12-2024;RESUMEN;AUTOCONTROL;20,5;7,7;355;2;12,2;24,95;1;27,2;;0;0,1;0,007;4,5007;0,01;0,1;0,2787;0,067;0,05;0,05;10;0,0463;0,001;0,05;0,05;85;4,63;22,03;
RENDIC;111;CALAMA II;II - Antofagasta;Calama;Aconcagua 2588;2966;SIN CONVENIO;CESMEC;;13-12-2024;RESUMEN;AUTOCONTROL;9,7;7,66;133;2;4,3;33,6;0,6;146;0,98;29,4;;;;;;;;;;;;;;;;;23,36;
RENDIC;459;ALLENDE AUSTRAL;XII - Magallanes;Punta Arenas;Salvador Allende 0399;3735;SIN CONVENIO;CONEMI;;13-12-2024;COMPLETO;AUTOCONTROL;1,34;6,83;6,02;2;0,23;0,49;0,1;5;0,95;28,5;0,554;0,001;0,035;0,002;0,02;0,064;0,012;0,005;0,02;1,13;0,033;0,001;0,01;0,02;67,7;0,1;7,3;
RENDIC;461;ZENTENO AUSTRAL;XII - Magallanes;Punta Arenas;Capitan Guillermo 05;3736;SIN CONVENIO;CONEMI;;13-12-2024;COMPLETO;AUTOCONTROL;1,18;6,91;8,74;2;0,71;0,38;0,1;5;1;30;0,41;0,001;0,04;0,002;0,02;0,097;0,005;0,005;0,02;0,97;0,036;0,001;0,01;0,02;58,7;0,1;7,1;
RENDIC;790;VALDIVIA III;XIV - Los Ríos;Valdivia;Rene Schneider 3722;0;SIN CONVENIO;CESMEC;;15-12-2024;RESUMEN;AUTOCONTROL;10,5;6,94;140;38;8,19;5;0,5;76;1,4;42;;;;;;;;;;;;;;;;;18,11;
RENDIC;14;COPIAPO;III - Atacama;Copiapó;Av. Henrriquez N° 523;0;CONVENIO;BIODIVERSA;;16-12-2024;RESUMEN;CONTROL DIRECTO;25,8;7,08;257;5;7,9;27,76;0,5;52,7;7430,4;222912;;;;;;;;;;;;;;;;;22,24;
RENDIC;106;LOS MOLLES;I - Tarapacá;Iquique;Santiago Polanco 2251;4050;CONVENIO;CESMEC;;16-12-2024;COMPLETO;AUTOCONTROL;33,9;6,92;368;2;7,7;30,14;7,5;470;0,46;13,8;5,6552;0,014;2,9895;0,01;0,1;1,5935;0,1802;0,05;0,05;10;0,0993;0,001;0,05;0,05;10;0,5;23,66;
RENDIC;106;LOS MOLLES;I - Tarapacá;Iquique;Santiago Polanco 2251;4050;CONVENIO;CESMEC;;16-12-2024;COMPLETO;AUTOCONTROL;33,9;6,92;368;2;7,7;30,14;7,5;470;0,46;13,8;5,6552;0,014;2,9895;0,01;0,1;1,5935;0,1802;0,05;0,05;10;0,0993;0,001;0,05;0,05;10;0,5;23,66;
RENDIC;5;LAS COMPAÑIAS;IV - Coquimbo;La Serena;Nicaragua 1571;2644;SIN CONVENIO;CESMEC;;16-12-2024;COMPLETO;AUTOCONTROL;35,2;8,01;172;7;9,8;46,65;0,6;188,6;1,2;36;0,1;0,004;0,4997;0,01;0,1;0,148;0,05;0,05;0,05;10;0,0225;0,001;0,05;0,05;321;0,5;19,11;
RENDIC;771;MIRASOL;X - Los Lagos;Puerto Montt;Av. La Cruz 2006;3723;SIN CONVENIO;CESMEC;;16-12-2024;COMPLETO;AUTOCONTROL;2;7,36;72;10;8,11;86,9;0,5;41;3;90;0,2347;0,002;0,1;0,01;0,1;0,08;0,059;0,05;0,05;10;0,01;0,001;0,05;0,05;16,5;0,5;14,76;
RENDIC;472;CALDERA I;III - Atacama;Caldera;Batallon Atacama 319;0;CONVENIO;CESMEC;;16-12-2024;RESUMEN;AUTOCONTROL;10;7,05;207;15;18,3;56,67;0,5;127,5;0,98;29,4;;;;;;;;;;;;;;;;;22,05;
RENDIC;32;CHAÑARCILLO;III - Atacama;Copiapó;Chacabuco Nº 231;0;CONVENIO;CESMEC;;18-12-2024;COMPLETO;AUTOCONTROL;5,2;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;86;BILBAO;I - Tarapacá;Iquique;Fco.Bilbao 3545;4049;CONVENIO;CESMEC;;18-12-2024;COMPLETO;AUTOCONTROL;5,2;6,91;82;4;2,5;5;1;29,2;0,39;11,7;0,3466;0,007;2,1694;0,01;0,1;0,2547;0,0536;0,05;0,05;10;0,0296;0,001;0,05;0,05;247;0,5;23,54;
RENDIC;105;IQUIQUE CENTRO;I - Tarapacá;Iquique;Tarapaca 579;4051;TERMINADO;CESMEC;;18-12-2024;COMPLETO;AUTOCONTROL;226;6,77;230;2;8;25,98;5;158;0,44;13,2;6,0331;0,015;2,5249;0,01;0,1;1,8383;0,2378;0,05;0,05;10;0,1946;0,001;0,05;0,05;10;3,04;22,55;
RENDIC;32;CHAÑARCILLO;III - Atacama;Copiapó;Chacabuco Nº 231;0;CONVENIO;CESMEC;;18-12-2024;COMPLETO;AUTOCONTROL;8,1;7,1;219;3;7;42,14;1,5;105;;0;;;;;;;;;;;;;;;;;21,8;
MAYORISTA;3022;M10 TEMUCO II;IX - Araucanía;Temuco;Pedro De Valdivia 2285;3721;CONVENIO;CESMEC;;19-12-2024;COMPLETO;AUTOCONTROL;155,6;7,52;112;5;6,64;33,2;4;645;;0;2,4234;0,002;0,1;0,01;0,1;1,79;0,18;0,05;0,05;10;0,079;0,001;0,05;0,05;10;0,5;17,5;
MAYORISTA;3143;M10 TEMUCO IV;IX - Araucanía;Temuco;Francisco Salazar 01650;4422;CONVENIO;CESMEC;;19-12-2024;COMPLETO;AUTOCONTROL;16,4;7,24;108;9;4,38;36,2;1,5;30,8;4,14;124,2;0,1665;0,002;0,1;0,01;0,1;0,05;0,05;0,05;0,05;10;0,01;0,001;0,05;0,05;22,2;0,5;16,81;
RENDIC;458;ESPAÑA AUSTRAL;XII - Magallanes;Punta Arenas;Av. España 01375;1306;SIN CONVENIO;CONEMI;;20-12-2024;COMPLETO;AUTOCONTROL;3,31;6,19;272;2;10;7,1;0,1;22;;0;0,406;0,001;0,158;0,002;0,02;0,176;0,193;0,005;0,01;1,03;0,08;0,001;0,01;0,02;59,9;0,1;6,2;
RENDIC;463;BORIES AUSTRAL;XII - Magallanes;Punta Arenas;Gobernador Bories 647;3739;SIN CONVENIO;CONEMI;;20-12-2024;COMPLETO;AUTOCONTROL;2,56;6,84;18,6;2;2;1,8;0,1;18;1;30;0,4;0,001;0,089;0,002;0,02;0,155;0,125;0,005;0,01;1,76;0,052;0,001;0,01;0,02;71,2;0,1;5,7;
RENDIC;103;VIVAR;I - Tarapacá;Iquique;Vivar 786;4420;CONVENIO;CESMEC;;26-12-2024;RESUMEN;AUTOCONTROL;83;6,18;240;3;3;5;0,5;126,8;0,15;4,5;;;;;;;;;;;;;;;;;23,18;
MAYORISTA;3014;M10 SAN FERNANDO;VI - O'Higgins;San Fernando;Chillan 745;1298;TERMINADO;CESMEC;;27-12-2024;RESUMEN;AUTOCONTROL;29,8;7,26;303;2;8,1;30,68;2;97;691,2;20736;;;;;;;;;;;;;;;;;20,45;
RENDIC;778;ORIENTE;X - Los Lagos;Osorno;Julio Buschman 2223;2867;CONVENIO;ANAM;;03-01-2025;RESUMEN;CONTROL DIRECTO;30;6,9;531;3;7;41,1;5;380;30;900;;;;;;;;;;;;;;;;;14,1;
RENDIC;106;LOS MOLLES;I - Tarapacá;Iquique;Santiago Polanco 2251;4050;CONVENIO;SGS;;06-01-2025;RESUMEN;CONTROL DIRECTO;173;;526;2;14,1;26,83;18;715;;0;;;;;;;;;;;;;;;;;;
RENDIC;777;CENTRAL;X - Los Lagos;Osorno;Patricio Lynch 1278;3684;CONVENIO;ANAM;;07-01-2025;RESUMEN;CONTROL DIRECTO;27;5,6;731;2;40;19,4;0,5;217;2;60;;;;;;;;;;;;;;;;;15,2;
RENDIC;75;CONCEPCION II;VIII - Biobío;Concepción;Tucapel 1313;0;SIN CONVENIO;BIODIVERSA;;07-01-2025;RESUMEN;CONTROL DIRECTO;4,9;7,76;527;2;17,25;52,6;;593,85;5,52;165,6;;;;;;;;;;;;;;;;;21,7;
RENDIC;14;COPIAPO;III - Atacama;Copiapó;Av. Henrriquez N° 523;0;CONVENIO;BIODIVERSA;;07-01-2025;RESUMEN;CONTROL DIRECTO;5,51;;329;11,7;3,37;37,35;0,9;32;;;;;;;;;;;;;;;;;;0,1;;
RENDIC;22;ATACAMA;III - Atacama;Copiapó;Los Carreras 2242;2666;CONVENIO;BIODIVERSA;;07-01-2025;RESUMEN;CONTROL DIRECTO;17,18;;216;9,7;2,67;47;0,9;103;;0;;;;;;;;;;;;;;;;0,1;;
RENDIC;32;CHAÑARCILLO;III - Atacama;Copiapó;Chacabuco Nº 231;0;CONVENIO;BIODIVERSA;;07-01-2025;RESUMEN;CONTROL DIRECTO;5,94;;445;17,3;2,26;24,1;0,9;70;;0;;;;;;;;;;;;;;;;0,14;;
RENDIC;22;ATACAMA;III - Atacama;Copiapó;Los Carreras 2242;2666;CONVENIO;CESMEC;;10-01-2025;RESUMEN;AUTOCONTROL;9;7,2;214;2;10,6;72,61;0,7;77;0,85;25,5;;;;;;;;;;;;;;;;;25,21;
RENDIC;7;VALLENAR I;III - Atacama;Vallenar;Brasil 663;0;CONVENIO;BIODIVERSA;;14-01-2025;RESUMEN;CONTROL DIRECTO;5;;260;7;3,62;100;1,4;133;;0;;;;;;;;;;;;;;;;0,1;;
RENDIC;472;CALDERA I;III - Atacama;Caldera;Batallon Atacama 319;0;CONVENIO;BIODIVERSA;;15-01-2025;RESUMEN;CONTROL DIRECTO;4,23;;467;35;7,61;27,75;1;73;;0;;;;;;;;;;;;;;;;0,27;;
RENDIC;362;LAS TRANQUERAS;RM - Santiago;Vitacura;Vitacura 8400;0;SIN CONVENIO;ANAM;;20-01-2025;RESUMEN;CONTROL DIRECTO;37;9;259;0,8;16,37;66,05;4;236;4;120;;;;;;;;;;;;;;;;;22,8;
RENDIC;459;ALLENDE AUSTRAL;XII - Magallanes;Punta Arenas;Salvador Allende 0399;3735;SIN CONVENIO;HIDROLAB;;22-01-2025;RESUMEN;CONTROL DIRECTO;1,1;;7,16;2;0,45;0,22;0,1;5;;0;;;;;;;;;;;;;;;;;;
RENDIC;16;VALLENAR II;III - Atacama;Vallenar;Arturo Prat 2350;0;TERMINADO;CESMEC;;23-01-2025;RESUMEN;AUTOCONTROL;5,5;7,58;108;5;9,3;5;1,5;698,3;0,66;19,8;;;;;;;;;;;;;;;;;23,13;
RENDIC;14;COPIAPO;III - Atacama;Copiapó;Av. Henrriquez N° 523;0;CONVENIO;BIODIVERSA;;04-02-2025;RESUMEN;CONTROL DIRECTO;2,84;;238;15,7;6,82;28,7;1;40;;0;;;;;;;;;;;;;;;;2,73;;
RENDIC;22;ATACAMA;III - Atacama;Copiapó;Los Carreras 2242;2666;CONVENIO;BIODIVERSA;;04-02-2025;RESUMEN;CONTROL DIRECTO;5,28;;166;27,3;2,41;6,65;1;49;;0;;;;;;;;;;;;;;;;0,1;;
RENDIC;32;CHAÑARCILLO;III - Atacama;Copiapó;Chacabuco Nº 231;0;CONVENIO;BIODIVERSA;;04-02-2025;RESUMEN;CONTROL DIRECTO;2,58;;207;15;7,23;20,85;1;34;;0;;;;;;;;;;;;;;;;;;
RENDIC;778;ORIENTE;X - Los Lagos;Osorno;Julio Buschman 2223;2867;CONVENIO;ANAM;;07-02-2025;RESUMEN;CONTROL DIRECTO;36;7,02;336;2;12,9;97;120;190;8;240;;;;;;;;;;;;;;;;;20;
RENDIC;16;VALLENAR II;III - Atacama;Vallenar;Arturo Prat 2350;0;TERMINADO;BIODIVERSA;;11-02-2025;RESUMEN;CONTROL DIRECTO;211,17;;1463;110,3;12,01;7,7;1,2;187,14;;0;;;;;;;;;;;;;;;;0,1;;
RENDIC;7;VALLENAR I;III - Atacama;Vallenar;Brasil 663;0;CONVENIO;BIODIVERSA;;11-02-2025;RESUMEN;CONTROL DIRECTO;9,43;;558;45;8,87;137,8;2;171,7;;0;;;;;;;;;;;;;;;;1,92;;
RENDIC;797;RENCA;RM - Santiago;Renca;Av. Brasil 7085;0;SIN CONVENIO;AGUAS ANDINAS;;12-02-2025;RESUMEN;CONTROL DIRECTO;401;7,8;2975;0,8;4,42;75,59;2;1000;3;90;;;;;;;;;;;;;;;;;24,5;
RENDIC;797;RENCA;RM - Santiago;Renca;Av. Brasil 7085;0;SIN CONVENIO;AGUAS ANDINAS;;12-02-2025;RESUMEN;CONTROL DIRECTO;401;7,8;2975;0,8;4,42;75,59;2;1000;;0;;;;;;;;;;;;;;;;;24,5;
RENDIC;465;PUERTO NATALES;XII - Magallanes;Puerto Natales;Bulnes 742;1133;SIN CONVENIO;HIDROLAB;;13-02-2025;COMPLETO;AUTOCONTROL;5,1;7,47;37,3;2;2,3;2,7;0,1;10;16,32;489,6;0,208;0,001;0,042;0,002;0,02;;0,103;0,005;0,02;0,5;0,029;0,001;0,01;0,02;7,82;0,1;22;
RENDIC;777;CENTRAL;X - Los Lagos;Osorno;Patricio Lynch 1278;3684;CONVENIO;ANAM;;14-02-2025;RESUMEN;CONTROL DIRECTO;34;7,62;591;4;31;20,1;0,5;238;5;150;;;;;;;;;;;;;;;;;15,7;
RENDIC;22;ATACAMA;III - Atacama;Copiapó;Los Carreras 2242;2666;CONVENIO;CESMEC;;17-02-2025;RESUMEN;AUTOCONTROL;5,4;7,1;385;2;6;36,72;1;105;750;22500;;;;;;;;;;;;;;;;;24,43;
RENDIC;14;COPIAPO;III - Atacama;Copiapó;Av. Henrriquez N° 523;0;CONVENIO;CESMEC;;18-02-2025;RESUMEN;AUTOCONTROL;53,4;7,06;296;4;10,8;39,33;0,5;66,7;0,69;20,7;;;;;;;;;;;;;;;;;21,83;
RENDIC;32;CHAÑARCILLO;III - Atacama;Copiapó;Chacabuco Nº 231;0;CONVENIO;CESMEC;;19-02-2025;RESUMEN;AUTOCONTROL;11,3;7;195;3;6,6;28,74;0,7;40;;0;;;;;;;;;;;;;;;;;27,3;
RENDIC;472;CALDERA I;III - Atacama;Caldera;Batallon Atacama 319;0;CONVENIO;CESMEC;;24-02-2025;RESUMEN;AUTOCONTROL;11,6;7,19;399;2;23,3;67,96;2,5;96,7;1,08;32,4;;;;;;;;;;;;;;;;;25,64;
RENDIC;25;EL PALOMAR;III - Atacama;Copiapó;Av. Palomar 1525;3868;TERMINADO;CESMEC;;25-02-2025;RESUMEN;AUTOCONTROL;19,4;7,59;128;5;6;33,37;0,6;16,4;0,9;27;;;;;;;;;;;;;;;;;24,19;
RENDIC;24;CHACABUCO;III - Atacama;Copiapó;Los Carreras  586;0;SIN CONVENIO;CESMEC;;25-02-2025;RESUMEN;AUTOCONTROL;16,8;7,05;210;4;2,3;14,17;0,8;23;0,61;18,3;;;;;;;;;;;;;;;;;25,19;
RENDIC;16;VALLENAR II;III - Atacama;Vallenar;Arturo Prat 2350;0;TERMINADO;CESMEC;;27-02-2025;RESUMEN;AUTOCONTROL;62,5;7,54;299;35;15,1;5;1,3;204;0,6;18;;;;;;;;;;;;;;;;;24,54;
RENDIC;23;LOS CARRERAS;III - Atacama;Copiapó;Los Carrera 479;0;SIN CONVENIO;BIODIVERSA;;27-02-2025;RESUMEN;CONTROL DIRECTO;2,02;;365;10;9,99;43,8;1;58;;0;;;;;;;;;;;;;;;;1,8;;
RENDIC;7;VALLENAR I;III - Atacama;Vallenar;Brasil 663;0;CONVENIO;CESMEC;;27-02-2025;RESUMEN;AUTOCONTROL;17,8;7,48;297;4;11;31,16;0,5;65,3;0,89;26,7;;;;;;;;;;;;;;;;;24,81;
RENDIC;789;FRUTILLAR III;X - Los Lagos;Frutillar;Arturo Alessandri 381;0;SIN CONVENIO;ANAM;;28-02-2025;RESUMEN;CONTROL DIRECTO;22;7,31;182;2;5;14,3;1;169;76;2280;;;;;;;;;;;;;;;;;14,7;
RENDIC;22;ATACAMA;III - Atacama;Copiapó;Los Carreras 2242;2666;CONVENIO;CESMEC;;28-02-2025;RESUMEN;AUTOCONTROL;7,6;7,1;508;8;11,8;61,01;0,5;126;17,52;525,6;;;;;;;;;;;;;;;;;26,85;
RENDIC;22;ATACAMA;III - Atacama;Copiapó;Los Carreras 2242;2666;CONVENIO;CESMEC;;28-02-2025;RESUMEN;AUTOCONTROL;7,6;7,1;508;8;11,8;61,01;0,5;126;0,73;21,9;;;;;;;;;;;;;;;;;26,85;
RENDIC;46;CALAMA I;II - Antofagasta;Calama;Granaderos 3180;3035;SIN CONVENIO;CESMEC;;05-03-2025;RESUMEN;AUTOCONTROL;32,2;7,56;425;6;15,8;43,8;0,5;175;0;0;;;;;;;;;;;;;;;;;22,41;
RENDIC;111;CALAMA II;II - Antofagasta;Calama;Aconcagua 2588;2966;SIN CONVENIO;CESMEC;;06-03-2025;RESUMEN;AUTOCONTROL;60,4;7,33;394;3;12,6;27,49;6;332,5;0,94;28,2;;;;;;;;;;;;;;;;;23,26;
RENDIC;771;MIRASOL;X - Los Lagos;Puerto Montt;Av. La Cruz 2006;3723;SIN CONVENIO;ANAM;;11-03-2025;RESUMEN;CONTROL DIRECTO;30;7,03;217;7;11,7;90,3;1,5;278;;0;;;;;;;;;;;;;;;;;11,3;
RENDIC;779;BULNES II;X - Los Lagos;Osorno;Ramirez 699;0;SIN CONVENIO;ANAM;;11-03-2025;RESUMEN;CONTROL DIRECTO;14;7,31;185;2;6,7;13,47;1,5;152;;0;;;;;;;;;;;;;;;;;21,2;
RENDIC;777;CENTRAL;X - Los Lagos;Osorno;Patricio Lynch 1278;3684;CONVENIO;ANAM;;14-03-2025;RESUMEN;CONTROL DIRECTO;14;7,21;217;2;3,2;9,57;3,5;59;;0;;;;;;;;;;;;;;;;;10,4;
RENDIC;375;ARAUCO;XIV - Los Ríos;Valdivia;Arauco 697;3420;CONVENIO;ANAM;;14-03-2025;RESUMEN;CONTROL DIRECTO;14;7,98;41;2;2,9;12,9;;6;1,944;58,32;;;;;;;;;;;;;;;;;19;
RENDIC;375;ARAUCO;XIV - Los Ríos;Valdivia;Arauco 697;3420;CONVENIO;ANAM;;17-03-2025;RESUMEN;CONTROL DIRECTO;14;7,7;280;10;7,6;26,83;0,5;40;5,868;176,04;;;;;;;;;;;;;;;;;18;
RENDIC;778;ORIENTE;X - Los Lagos;Osorno;Julio Buschman 2223;2867;CONVENIO;ANAM;;18-03-2025;RESUMEN;CONTROL DIRECTO;24;7,62;206;2;10,9;46,7;5;151;;0;;;;;;;;;;;;;;;;;15,8;
RENDIC;25;EL PALOMAR;III - Atacama;Copiapó;Av. Palomar 1525;3868;TERMINADO;CESMEC;;20-03-2025;RESUMEN;AUTOCONTROL;36,1;7,85;105;3;5;34,53;0,5;69;0,93;27,9;0,1431;0,002;1,8416;0,01;0,1;0,1224;0,05;0,05;0,05;5;0,0356;0,001;0,05;0,05;544;0,5;21,26;
RENDIC;32;CHAÑARCILLO;III - Atacama;Copiapó;Chacabuco Nº 231;0;CONVENIO;CESMEC;;20-03-2025;RESUMEN;AUTOCONTROL;7,2;7,4;252;4;9,5;39,32;0,5;52;0;0;0,1394;0,002;1,4004;0,01;0,1;0,1076;0,05;0,05;0,05;10;0,0676;0,001;0,05;0,05;17;0,5;24,8;
RENDIC;14;COPIAPO;III - Atacama;Copiapó;Av. Henrriquez N° 523;0;CONVENIO;CESMEC;;21-03-2025;RESUMEN;AUTOCONTROL;18,9;7,43;317;4;8,8;25,31;0,5;45,7;0,7;21;;;;;;;;;;;;;;;;;23,03;
RENDIC;106;LOS MOLLES;I - Tarapacá;Iquique;Santiago Polanco 2251;4050;CONVENIO;CESMEC;;25-03-2025;RESUMEN;AUTOCONTROL;8,4;6,78;146;5;4,4;35,28;0,5;54;0,41;12,3;;;;;;;;;;;;;;;;;23,4;
RENDIC;335;SANTA MARIA;RM - Santiago;Vitacura;Santa Maria 6940;0;SIN CONVENIO;AGUAS Manquehue;;26-03-2025;RESUMEN;CONTROL DIRECTO;17;;257;0,8;13,28;85,79;15;210;;0;;;;;;;;;;;;;;;;;;
RENDIC;105;IQUIQUE CENTRO;I - Tarapacá;Iquique;Tarapaca 579;4051;TERMINADO;CESMEC;;26-03-2025;RESUMEN;AUTOCONTROL;23,9;7;35;4;3,2;34,01;0,5;28,5;0,44;13,2;;;;;;;;;;;;;;;;;23,48;
RENDIC;86;BILBAO;I - Tarapacá;Iquique;Fco.Bilbao 3545;4049;CONVENIO;CESMEC;;27-03-2025;RESUMEN;AUTOCONTROL;20,1;7,42;165;5;5,6;12,38;0,5;875;0,43;12,9;;;;;;;;;;;;;;;;;18,29;
RENDIC;7;VALLENAR I;III - Atacama;Vallenar;Brasil 663;0;CONVENIO;CESMEC;;28-03-2025;RESUMEN;AUTOCONTROL;114,6;8,08;2205;45;20,6;39,05;13;680;0,86;25,8;;;;;;;;;;;;;;;;;22,75;
RENDIC;16;VALLENAR II;III - Atacama;Vallenar;Arturo Prat 2350;0;TERMINADO;CESMEC;;28-03-2025;RESUMEN;AUTOCONTROL;9,2;7,75;13;2;3,4;5;0,5;10;0,38;11,4;;;;;;;;;;;;;;;;;24,73;
RENDIC;22;ATACAMA;III - Atacama;Copiapó;Los Carreras 2242;2666;CONVENIO;CESMEC;;31-03-2025;RESUMEN;AUTOCONTROL;33,5;7,63;466;6;11;56,85;0,8;198;0,65;19,5;;;;;;;;;;;;;;;;;23,33;
RENDIC;22;ATACAMA;III - Atacama;Copiapó;Los Carreras 2242;2666;CONVENIO;CESMEC;;31-03-2025;RESUMEN;AUTOCONTROL;33,5;7,1;466;6;11;56,85;0,8;198;0,73;21,9;;;;;;;;;;;;;;;;;26,85;
RENDIC;24;CHACABUCO;III - Atacama;Copiapó;Los Carreras  586;0;SIN CONVENIO;CESMEC;;31-03-2025;RESUMEN;AUTOCONTROL;18,3;7,34;236;7;2,7;5;1,2;97,1;0,45;13,5;;;;;;;;;;;;;;;;;22,66;
RENDIC;472;CALDERA I;III - Atacama;Caldera;Batallon Atacama 319;0;CONVENIO;CESMEC;;31-03-2025;RESUMEN;AUTOCONTROL;20,6;7,25;422;6;19,3;57,3;2;214;0,36;10,8;;;;;;;;;;;;;;;;;26,04;
RENDIC;103;VIVAR;I - Tarapacá;Iquique;Vivar 786;4420;CONVENIO;CESMEC;;31-03-2025;RESUMEN;AUTOCONTROL;2;7,23;125;62;1,8;5;0,5;95;0,33;9,9;;;;;;;;;;;;;;;;;21,53;
RENDIC;24;CHACABUCO;III - Atacama;Copiapó;Los Carreras  586;0;SIN CONVENIO;CESMEC;;10-04-2025;RESUMEN;AUTOCONTROL;14,3;7,49;174;4;3,1;10,74;0,5;58;0,68;20,4;;;;;;;;;;;;;;;;;23,66;
RENDIC;14;COPIAPO;III - Atacama;Copiapó;Av. Henrriquez N° 523;0;CONVENIO;CESMEC;;11-04-2025;RESUMEN;AUTOCONTROL;11,7;7,21;280;6;10;23,13;0,5;48,7;0,74;22,2;;;;;;;;;;;;;;;;;22,13;
RENDIC;465;PUERTO NATALES;XII - Magallanes;Puerto Natales;Bulnes 742;1133;SIN CONVENIO;CESMEC;;15-04-2025;VDD;AUTOCONTROL;;;;;;;;;1,04;31,2;;;;;;;;;;;;;;;;;;
LOGISTICA;9051;CD NUEVO COQUIMBO;IV - Coquimbo;Coquimbo;PAN DE AZUCAR S/N;0;SIN CONVENIO;CESMEC;;15-04-2025;COMPLETO;AUTOCONTROL;10,7;7,6;20;2;3,2;;;10,4;0;0;0,1;0,002;0,3231;0,01;0,1;0,0554;0,05;;0,05;5;0,0345;0,001;0,05;0,0175;178;0,5;18,9;
RENDIC;24;CHACABUCO;III - Atacama;Copiapó;Los Carreras  586;0;SIN CONVENIO;CESMEC;;16-04-2025;RESUMEN;AUTOCONTROL;24,3;7,23;205;47;6,3;7,14;0,6;78;0,36;10,8;;;;;;;;;;;;;;;;;22,43;
